"ID","FOOD_NAME","FOOD_IMG","FOOD_TYPE1","FOOD_TYPE2","FOOD_DETAIL","FOOD_PRICE"
1,"햄)트리플불고기치즈버거","4a7d5c30-8dfb-4f17-bb26-b19d2e4cdddf.jpg","간편식사","간편식사,햄버거","풍성한 3단 구성 햄버거 (패티 3장 &amp; 체다치즈 2장)",2700
2,"샐)닭가슴살샐러드170","c3b84341-0d4d-45dc-8e14-36fa89329e23.jpg","간편식사","샐러드,도시락,간편식사","건강 다이어트에 제격! 스테디 셀러 닭가슴살 샐러드 -훈제 닭가슴살과 오리엔탈소스를 메인토핑으로한 신선한 야채 샐러드",3500
3,"햄)A1스테이크치즈버거","805394e5-cf56-4d11-a17a-ee113ff6e3d8.jpg","간편식사","햄버거,간편식사","부드러운 브리오쉬번 사이에, A1 소스가 두번! 두꺼운 A1스테이크 패티를 넣고, 로스트 버섯,양파로 만든 샐러드를 가득 넣어 식감과 스테이크 본연의 진한 맛을 올린 뒤 슬라이스 치즈를 토핑 하여 완성도를 UP한 프리미엄 A1스테이크 버거!",2800
4,"김)크랩가득유부초밥","4481da32-40e9-4204-92e0-919738b633f1.jpg","간편식사","유부초밥,김밥,간편식사","PLA 생분해성 용기를 사용한 크랩유부초밥",3700
5,"김)참치가득유부초밥","006fe24e-4ace-4ebf-81b2-4798845e134f.jpg","간편식사","유부초밥,김밥,간편식사","PLA 생분해성 용기를 사용한 참치유부초밥",3700
6,"햄)콰트로타워버거","5ab02def-4a56-46fe-8676-8216853775b5.jpg","간편식사","햄버거,간편식사","고소한 4.5인치 햄버거 번에 풍미 가득한 불고기패티, 해시브라운과 체다치즈, 담백한 에그후라이와 달짝지근한 데리야끼소스, 양배추, 오이피클, 스위트콘, 마요네즈, 어니언크림소스로 만든 콘슬로우 샐러드로 완성한 가성비 든든한 햄버거",2700
7,"주)백종원2XL치즈제육","b19d57f1-fb96-46fe-b43b-9205e7562551.jpg","간편식사","삼각김밥,간편식사","매콤한 제육볶음에 고소한 치즈를 뿌린 백종원이 제안하는 새로운 맛!",1500
8,"도)백종원완전한판정식","a5304a37-53c9-4881-9803-5004cff4deba.jpg","간편식사","도시락,간편식사","빽햄과 계란말이, 간장불고기를 넣어 가치감을 높인 도시락",4500
9,"햄)치치버거","e55369f6-d8e7-4770-be88-4d3b2d76f029.jpg","간편식사","햄버거,간편식사","부드러운 브리오슈번에 치킨패티와 치즈, 아삭한 양상추를 더한 고단백질 버거(단백질 일일 영양성분 기준치 대비 30%이상 함유)",3000
10,"햄)빅모짜직화불고기버거","762a5a8b-2ef8-4ce8-b923-b0d957d5d47d.jpg","간편식사","햄버거,간편식사","4.5인치 BIG 참깨번에 직화에서 구운 불향 가득한 불고기를 얹고 모짜 크림 치즈 소스를 더해 맛에 풍미를 살린 한끼 식사 대용 버거",3500
11,"햄)빅페퍼직화불고기버거","5cbac72f-7977-4f21-97a2-ca6781774039.jpg","간편식사","햄버거,간편식사","4.5인치 BIG 참깨번에 직화에서 구운 불향 가득한 불고기를 얹고 피클과 크림 페퍼 소스로 맛에 감칠맛을 더한 한끼 식사 대용 버거(일부지역 미운영)",3500
12,"김)백종원더블까스","e74e61b4-734b-4d22-b302-01d8dd69f03c.jpg","간편식사","김밥,줄김밥,간편식사","백종원 레시피의 돈까스와 치킨까스 두가지 를 한번에 맛볼 수 있는 김밥",3200
13,"햄)치즈시즈닝통치킨버거","6adfd45a-a89d-426a-b0f6-42d558931b41.jpg","간편식사","햄버거,간편식사","매콤한 치즈시즈닝과 진한 치즈소스가 어우러진 100% 통닭다리살 치킨버거",4000
14,"샌)에그샐러드토스트","4e008966-2621-44ad-babb-a5c8d0955805.jpg","간편식사","샌드위치,간편식사","황금빛 계란물의 풍부한 맛을 담은 프렌치 토스트빵에 부드러운 에그샐러드와 햄의 조화로 풍미를 더한 골드리치 토스트",3500
15,"주)3XL청양참치김치볶음","cd549f9a-bf24-4e0e-914c-c58b116b9570.png","간편식사","삼각김밥,간편식사","매콤한 청양참치마요와 고소한 김치볶음밥이 조화된 삼각김밥",1600
16,"샌)이건가요샌드위치","e5c7752d-ef6e-4820-9b1e-4f4d79b3e8e2.jpg","간편식사","샌드위치,간편식사","딸기잼, 계란, 감자샐러드로 포만감 듬뿍 이건가요샌드위치",2700
17,"샌)점보3단햄감자맛살","2896dfb5-6add-41fe-9b07-4f951be3f23a.png","간편식사","샌드위치,간편식사","햄감자와 샐러드가 푸짐하게 토핑된 3단 샌드",2800
18,"샌)점보3단햄참치","a72d7736-a922-4d56-99ca-d7144da998a8.png","간편식사","샌드위치,간편식사","햄샐러드와 참치샐러드가 푸짐하게 토핑된 3단 샌드",2800
19,"샐)시저샐러드","0cfbbcba-46d3-41bc-a57f-0a4f5a1a1026.jpg","간편식사","샐러드,간편식사","닭가슴살슬라이스, 토마토에 시저소스를 곁들여 먹는 식사용 샐러드",6600
20,"샌)BELT샌드","64e4ef34-b67b-4f9a-bcc8-3f535b413dac.jpg","간편식사","샌드위치,간편식사","신선한 양상추와 토마토를 듬뿍! 부드러운 계란과 베이컨 토핑을 넣어 풍성한 맛을 더한 프레쉬한 샌드위치",2800
21,"샌)크래프트치즈딸기샌드","b9ac9bca-f1d0-4967-84d3-9c992c94d85f.jpg","간편식사","샌드위치,간편식사","글로벌기업 KRAFT社 콜라보 화이트 식빵 사이에 프리미엄 크래프트 크림치즈 바른 뒤 슬라이스 햄, 슬라이스 치즈를 토핑. 과육이 씹히는 고급 딸기잼이 조화되는 3단 콜라보 샌드위치. 은은한 치즈풍미와 연유크림의 달콤함에 과육이 씹히는 고급 딸기잼이 가득+ 햄,치즈 까지 푸짐하게.",2800
22,"샌)에그슬라이스샌드","3d23de46-7cf2-4833-b7f7-da1f09df1dc4.jpg","간편식사","샌드위치,간편식사","부드럽고 고소한 크래프트 크림치즈와 영양 가득 고소한 에그슬라이스를 넣고 햄과 체다치즈, 홀그레인 머스타드로 완성한 샌드위치",2800
23,"샌)케이준치킨샌드","8ff43ed5-7e14-4437-be1f-39197cc3c70c.jpg","간편식사","샌드위치,간편식사","[3단으로 더욱 풍성해진 케이준치킨샌드위치] 은은한 매콤함과 달콤함의 케이준치킨 샐러드와 든든한 에그슬라이스, 햄과 양상추까지 더욱 푸짐해진 3단 케이준치킨샌드위치",2800
24,"샌)에그고소햄샌드","e99381b6-3dce-4e76-bfff-95e6c9b2e083.jpg","간편식사","샌드위치,간편식사","1. 웨스턴 브런치 스타일의 간단하지만 든든한 샌드위치입니다. 2. 스크램블 에그샐러드를 베이스로 하였으며 새콤한 케찹소스와 머스타드마요소스가 감칠맛을 더합니다. 3. 여러가지 채소가 토핑되어 씹는 식감이 뛰어납니다.",2500
25,"햄)딥치즈베이컨햄버거","66dc7acc-0c58-4b85-8e2f-47d489a782bb.jpg","간편식사","햄버거,간편식사","불고기패티 위에 베이컨치즈토핑과 체다치즈, 피클이 들어간 햄버거",2800
26,"햄)에그불고기치즈햄버거","9a3825bc-ba16-43cd-841e-295fbbdefae0.jpg","간편식사","햄버거,간편식사","오버이지 에그후라이, 불고기패티, 양상추를 넣고 데리야끼소스로 완성한 중독성 강한 조합의 고가성비 햄버거",2800
27,"햄)뉴상하이스파이시버거","51784df2-3c63-4249-81bc-207dec06e9f9.jpg","간편식사","햄버거,간편식사","매콤한 소스와 치킨패티의 만남! 한끼대용의 고가성비 햄버거",2800
28,"도)간장불고기정식","02e7b41c-b49f-4640-a032-9bd3c1a2059a.png","간편식사","도시락,간편식사","급식인기메뉴 조합, 가성비 한끼 컨셉 상품",4900
29,"샌)에그포테이토","89f0d957-70a9-4c45-b049-bed7b60a602d.jpg","간편식사","샌드위치,간편식사","딸기쨈과 에그샐러드, 감자샐러드, 양상추가 들어간 부드러운 샌드",3300
30,"면)백종원미트볼파스타","df840ece-e381-42eb-909d-599d3eb2217d.png","간편식사","조리면,간편식사","육즙 가득한 미트볼과 토마토소스를 듬뿍 올린 백종원표 토마토 파스타",4900
31,"샌)햄감자샐러드","8bcce7d0-6cae-4a56-9e0d-3fec77ec8d50.png","간편식사","샌드위치,간편식사","햄과 옥수수가 들어간 감자샐러드와 딸기잼이 조화로운 샌드위치",3200
32,"주)스팸데리마요밥바","4b8a506c-3c29-4b1b-b665-a7f48e7d1bf5.jpg","간편식사","주먹밥,간편식사","담백한 김가루+ 꼬들단무지밥과 데리마요소스 + 통스팸을 함께 곁들여 먹는 밥바",2000
33,"주)통리챔참치마요밥바","f8d7aaea-469a-4d2d-bd5e-759abbce7a1d.jpg","간편식사","주먹밥,간편식사","담백한 통리챔구이와 참치마요 토핑을 가득 채운 한끼식사 밥바",2000
34,"도)백종원제육한판","99017f83-98ac-4d0e-9ada-91be51683b8e.jpg","간편식사","도시락,간편식사","[제대로 갖추고 제대로 준비한 백종원 제대로 한판 시리즈 첫번째!] 440g의 푸짐한 양으로 든든하고 맛있게 즐기는 한끼 식사, 단 가격은 4,500원!! 고추장, 간장불고기와 단백한 4가지 반찬 그리고 흰 쌀밥위에 슬라이스햄까지~",4500
35,"핫)아메리칸핫도그","0ce56a12-86b1-4e0b-8d5e-b4967b8314a1.jpg","간편식사","핫도그,간편식사","양파, 할라피뇨, 케쳡, 머스타드로 기본에 충실한 미국식 핫도그",3400
36,"샌)통밀베이컨","2bdd69d4-39c7-4be3-9e37-e82baa04c754.jpg","간편식사","샌드위치,간편식사","두툼한 아메리칸 더블업 치즈, 베이컨, 아삭한 야채가 듬뿍 들어간 호밀빵 샌드위치",3300
37,"샌)햄에그치즈","c60976cf-29f7-4e05-8e93-6e546d233a99.png","간편식사","샌드위치,간편식사","두툼한 아메리칸 더블업 치즈, 본레스햄, 계란샐러드, 아삭한 야채가 들어간 호밀빵 샌드위치",3300
38,"샌)통밀햄","7cd0175a-c293-4438-9b55-9f9d2d389943.jpg","간편식사","샌드위치,간편식사","본레스햄, 아메리칸더블업치즈, 풍성한 양상추가 어우러진 통밀빵 샌드위치",3300
39,"샐)카프레제샐러드","de679da6-faa8-47ea-a599-04933d3ccf9d.jpg","간편식사","샐러드,간편식사","바질페스토 숏파스타와 토마토슬라이스, 모짜렐라치즈를 올린 산뜻한 샐러드",6600
40,"샌)하프&amp;하프샌드","e2867e80-0b76-4cf5-94ab-48f0e794038a.jpg","간편식사","샌드위치,간편식사","두툼한 햄, 짭조름한 치즈, 아삭한 야채가 어우러진 햄야채샌드위치와 담백하고 포만감 가득한 계란샌드위치 조합인 반반샌드",3200
41,"샐)오리지널닭가슴살샐러","542d49a6-8115-492d-8d6b-8d1118113727.jpg","간편식사","샐러드,간편식사","기존의 닭가슴살처럼 두툼한 모양이 아닌 식감을 고려하여 찢은 닭가슴살에 오리엔탈 드레싱까지 더해져 고소함이 좋은 샐러드",4800
42,"샐)허니리코타치즈샐러드","213aba0b-cb33-433b-90d8-e4ff634aa136.jpg","간편식사","샐러드,간편식사","허니 리코타치즈의 부드러우면서 달콤함이 야채와 발사믹드레싱과 잘 어울러져 맛있는 샐러드",4800
43,"햄)뉴빅클래식불고기버거","999730bd-5e4f-4cdc-940b-0c65278c7fd5.jpg","간편식사","햄버거,간편식사","아메리칸 더블업치즈, 100%로 돈육만을 사용한 빅클래식불고기버거!",3400
44,"햄)점보치즈불고기버거","a2075488-296d-4e8b-a48a-ffe827cdba35.jpg","간편식사","햄버거,간편식사","점보패티에 5인치 빅번, 아메리칸더블업 치즈를 토핑한 가성비 좋은 햄버거",2800
45,"샐)콥샐러드","c30d479f-5899-44f2-85d3-a35c465f592a.jpg","간편식사","샐러드,간편식사","고소한 마늘소스를 올린 수제함박스테이크와 이탈리안식 바질 드레싱이 어우러진 콥샐러드. 토마토, 강낭콩, 체다치즈 등 먹기 좋게 한입크기로 썬 콥샐러드!",6600
46,"샌)뉴대만식연유","28eeb825-b8fd-4748-a6cf-62ab4febc2c5.jpg","간편식사","샌드위치,간편식사","연유크림과 햄치즈의 단짠이 조화로운 대만식 샌드",2600
47,"도)동원리챔앤참치김치","ad7527d3-fb0d-45d6-9a4e-6b102456aaeb.jpg","간편식사","도시락,간편식사","[도시락 매출 상위상품 동원 리챔 콜라보 두번째 도시락] 동원 대표상품 리챔에 참치를 더해 더욱 알차게 준비하였습니다. 한그룻 뚝딱! 밥도둑 참치김치짜글이와 4가지 반찬으로 구성한 정식도시락",5500
48,"샌)뚱실햄에그","daa37030-8969-44a5-b635-9886dcbca5f7.jpg","간편식사","샌드위치,간편식사","고소한 에그샐러드에 짭조롬한 본레스햄의 조화가 일품인 샌드위치",3400
49,"주)참치마요닭갈비제주","90a64989-ee71-49ab-9a20-f69c7e0f1319.jpg","간편식사","삼각김밥,간편식사","인기상품 참치마요와 매콤닭갈비를 한꺼번에 즐길 수 있는 더블삼각 상품!(제주 단독 운영)",2000
50,"샌)뚱실사라다샌드","a30a97cc-9ee1-4b14-b03d-009228580485.jpg","간편식사","샌드위치,간편식사","햄에그콘샐러드에 아삭한 오이를 토핑한 샌드위치",3400
51,"샐)뉴에그가먼저닭샐러드","3ee861bf-e9c1-44e5-a82e-9cfca77305ad.jpg","간편식사","샐러드,간편식사","① 단백질 토핑 함량을 높여 든든해진 샐러드! [약 5% UP] ② 감칠맛 있는 갈릭페퍼드레싱으로 샐러드를 더욱 맛있게 즐기세요! ③ 병아리콩을 추가 구성하여 토핑을 한층 더한 샐러드!④ 가방에 쏙 들어가는 포켓 사이즈로 편리함 UP!",3800
52,"샐)뉴흑임자치킨샐러드","967c30ed-83c3-4aa6-a20b-1fe6a172c46e.jpg","간편식사","샐러드,간편식사","① 단백질 토핑 함량을 높여 든든해진 샐러드! [약 8% UP] ② 고소한 흑임자드레싱으로 샐러드를 더욱 맛있게 즐기세요! ③ 아몬드를 추가 구성하여 단백질을 한층 더한 샐러드!",3800
53,"샐)뉴치킨찹찹샐러드","7d02093b-27fb-4e1f-8eb1-63e8a76d2b40.jpg","간편식사","샐러드,간편식사","① 단백질 토핑 함량을 높여 든든해진 샐러드! [약 7% UP] ② 감칠맛 있는 갈릭페퍼드레싱으로 샐러드를 더욱 맛있게 즐기세요! ③ 아몬드를 추가 구성하여 토핑을 한층 더한 샐러드!④ 가방에 쏙 들어가는 포켓 사이즈로 편리함 UP!",3800
54,"샐)살사푸실리고구마샐러","71ddf8d6-6975-4b63-8592-329f88ff6edc.jpg","간편식사","샐러드,간편식사","파스타 면인 푸실리와 달콤한 고구마 무스까지 더해져 두가지 토핑으로 맛을 더한 샐러드",4900
55,"샐)닭가슴살단호박샐러드","2c79a96f-a222-40ae-8369-c984f4b51ebe.jpg","간편식사","샐러드,간편식사","훈제닭가슴살과 달콤한 단호박 무스까지 더해져 맛있는 토핑이 2가지 들어간 샐러드",4900
56,"주)3XL김치볶음참치마요","b01c6ebe-7478-4653-8a27-e38d0fdd558d.jpg","간편식사","삼각김밥,간편식사","매콤달콤 김치볶음에 참치마요를 듬뿍 넣어 남녀노소 호불호 없는 시그니처 삼각김밥!",1600
57,"햄)국민불고기버거","6e7a44df-f85f-4c78-afff-6c15ed1f849c.jpg","간편식사","햄버거,간편식사","기본기에 충실한 불고기버거, 육즙가득 돈육패티에 불고기소스와 마요네즈를 토핑한 햄버거",3000
58,"김)김치제육유부초밥","5c8cda23-f376-4efa-9702-5f106f0d1df3.jpg","간편식사","김밥,간편식사","유부 속 김치볶음밥과 김치제육볶음이 듬뿍 올라간 유부초밥",4000
59,"주)참치샐러드유부밥바","c33d0bf4-4a9b-4d7a-b7e9-35e7eb984d3e.jpg","간편식사","주먹밥,간편식사","식약처 개발 지원을 받아 개발한 나트륨 저감화 상품 참치와 채소를 듬뿍 넣은 참치샐러드를 넣은 유부 밥바",2200
60,"샌)뚱실에그&amp;햄감자","5b3f2e19-e7e3-47a2-8725-1f51105c3cc4.png","간편식사","샌드위치,간편식사","맛있는거 + 맛있는거! 샌드계의 명불허전 에그샌드위치에 감자샌드위치를 넣어 반반씩 즐길 수 있는 샌드위치",3400
61,"샌)초당옥수수크림샌드","33b9ce46-214f-4e2a-af97-305d8b388a98.jpg","간편식사","샌드위치,간편식사","초당옥수수크림에 스위트콘을 넣어 햄치즈와 단짠단짠하게 먹는 디저트 샌드위치",3000
62,"주)카레치킨밥바","f4094c1b-b194-4e51-9cf1-b1f45295fcd2.jpg","간편식사","주먹밥,간편식사","짭짤담백 치킨 패티에 감칠맛이 느껴지는카레밥을 더해 더욱 맛있는 바삭토핑 밥바",2500
63,"샌)Fresh시저치킨랩","65df05c7-aa06-47e0-9655-203c39bfa7fc.jpg","간편식사","샌드위치,간편식사","새콤한 시저치킨샐러드와 건강한 야채가 어우러져 한 손에 들고 먹기 간편한 랩샌드",5200
64,"도)백종원뉴열탄제육정식","a2e2bca4-c299-40f0-b2ad-44da31f6f8f5.jpg","간편식사","도시락,간편식사","백종원표열탄향가득한 제육불고기가 풍성하게토핑된 가성비도시락",4500
65,"도)백종원뉴매콤불고기","92b25f91-835b-46cf-8f0b-af19b9570549.jpg","간편식사","도시락,간편식사","백종원표고기2종과 시그니처반찬인 빽햄,계란말이를 구성한 도시락",5000
66,"샐)탄두리치킨샐러드","22edecae-5ecc-4d31-adea-a2a138524cf0.jpg","간편식사","샐러드,간편식사","부드러운 수비드 방식으로 만들어낸 탄두리 치킨과 구운야채들이 조화를 이루고 있는 샐러드",6600
67,"주)간장불고기제주","fa08f831-39a9-4b3d-a17e-c4a9287522f2.jpg","간편식사","삼각김밥,간편식사","우삼겹 두루치기와 대파구이로 맛을 낸 삼각김밥 (제주 단독 운영)",1200
68,"햄)뉴탑티어통닭다리살","e346e5df-e3c8-49b4-aa37-885a76780282.jpg","간편식사","햄버거,간편식사","스파이시한 통닭다리살 치킨패티와 양파채가 듬뿍 들어간 치킨버거",3500
69,"도)백종원뉴고기2배정식","8e383409-591c-4975-aa64-f51775f5815d.jpg","간편식사","도시락,간편식사","백종원표 간장,제육고기 2종과 부반찬4종을 구성한 가성비 도시락",5000
70,"주)주먹왕뉴참치마요","b9643cc9-f769-4a82-85e7-4c1fbbf4ea01.jpg","간편식사","주먹밥,간편식사","참치마요 토핑을 가득 채워 김가루를 묻힌 주먹볼",2200
71,"김)확실한뉴신제육","aff474d4-7e1c-4322-a7b6-c6aa7d3736d4.jpg","간편식사","김밥,간편식사","매콤한 제육볶음이 듬뿍 들어간 CU 시그니처 김밥",2900
72,"샌)자이언트디럭스통밀햄","ef379ed9-0092-49ac-829e-59906eb7882d.jpg","간편식사","샌드위치,간편식사","고소한 통밀식빵에 본레스햄, 화이트치즈, 아삭한 야채가 듬뿍 들어간 영양만점 자이언트샌드",3900
73,"샌)자이언트갈릭치킨","174fe2d6-a1e1-4fe0-9387-8a90d92cb440.jpg","간편식사","샌드위치,간편식사","풍미가득 갈릭치킨과 아삭한 야채가 조화로운 자이언트샌드",4300
74,"주)백종원뉴우삼겹","01b43558-01b0-4ffb-8ef7-1e18cabe16c0.jpg","간편식사","삼각김밥,간편식사","백종원 특급레시피가 적용된 대파구이로 맛을 낸 우삼겹이 듬뿍 들어간 삼각김밥",1300
75,"도)백종원뉴백반한판","3514c23c-3ac6-405e-926c-8a6cf36b0a81.jpg","간편식사","도시락,간편식사","백종원 제대로 한판 시리즈 3번째 상품인, 11가지 반찬으로 구성한 백종원표 백반도시락!",4700
76,"김)동원뉴고추참치김밥","41e9f3ad-9a57-4aea-ac07-fd428e610846.jpg","간편식사","김밥,간편식사","고추참치와 청양고추가 들어있어 매콤한 맛을 좋아하는 사람들에게 안성맞춤인 김밥",3100
77,"주)3XL뉴크랩참치마요","892836e7-5187-479a-898f-d3c1c33109aa.jpg","간편식사","삼각김밥,간편식사","게맛살과 참치가 만나 고소함이 2배, 담백하고 맛있는 3XL빅삼각김밥",1700
78,"햄)국민새우버거","108bb3c7-6c38-42bf-b372-18f95bd2f3a0.jpg","간편식사","햄버거,간편식사","스위트칠리소스에 쫀득하고 탱탱한 새우패티를 토핑한 햄버거",3500
79,"김)백종원뉴열탄제육김밥","47c4d351-21c3-46a4-b1b1-9ac93bbd8ccb.jpg","간편식사","김밥,간편식사","새마을식당의 열탄불고기 맛을 재현한 열탄불고기 김밥",3000
80,"햄)그릴드치킨버거","3560d808-6bc5-4f2a-a3a3-0a53d8b1312d.jpg","간편식사","햄버거,간편식사","튀기지 않고 담백하게 구워낸 통닭다리살에 데리야끼소스와 마요네즈를 듬뿍 토핑한 햄버거",3800
81,"도)얼큰돈까스김치나베","bf78fb29-3aca-4cff-aaf0-5d72c30eda77.jpg","간편식사","도시락,간편식사","[겨울철 얼큰한 김치돈까스나베]① 도톰 바삭한 돈까스 나베가 가득! ② 얼큰한 김치소스에 기호껏 물을 부어 먹는 뜨끈한 겨울철 별미!",6900
82,"도)함박스테이크&amp;카츠","7d8420d5-9dd2-4dbd-b125-223b0e3a33bd.jpg","간편식사","도시락,간편식사","도톰 바삭한 돈까스와 촉촉한 함박스테이크의 조합, 리치한 식감의 모짜렐라치즈가 가득들어 풍미 UP!",7900
83,"도)떡갈비&amp;닭강정정식","25ed1690-a408-4864-a12e-924b37dac1f9.jpg","간편식사","도시락,간편식사","촉촉한 육즙가득 떡갈비와 매콤하고 바삭한 닭강정의 조화",5600
84,"햄)국민치즈버거","5edfabf3-5298-49e3-a831-25365b0277f4.jpg","간편식사","햄버거,간편식사","꾸덕한 더블업치즈와 비프패티가 조화로운 국민치즈버거",2800
85,"샌)점보3단계란감자","d9ada7de-5dd0-4f61-9590-a1d3de435e47.png","간편식사","샌드위치,간편식사","담백한 계란샐러드와 감자샐러드에 피넛버터와 딸기잼을 바른 3단 샌드위치",2900
86,"샐)갓성비통곡물샐러드","3ed1cda7-5261-48ed-bc3d-b8015602d4c0.png","간편식사","샐러드,간편식사","① 피그인더가든이 제안하는 갓성비 샐러드 ② 가볍게 즐길 수 있는 통곡물, 견과 토핑으로 넣어 더욱 맛있게~ ③ 흑임자 드레싱으로 야채와 더욱 잘 어우러지는 샐러드의 맛 ! ④ 가방에 쏙 들어가는 포켓 사이즈로 편리함 UP!",2900
87,"샐)갓성비고구마샐러드","7082d280-f2e5-4ea3-a2b2-88e83988b594.png","간편식사","샐러드,간편식사","① 피그인더가든이 제안하는 갓성비 샐러드 ② 누구나 좋아하는 고구마를 토핑으로 넣어 더욱 맛있게~ ③ 랜치 드레싱으로 야채와 더욱 잘 어우러지는 샐러드의 맛 ! ④ 가방에 쏙 들어가는 포켓 사이즈로 편리함 UP!",2900
88,"김)백종원고추장아찌김밥","34dc32fc-ead7-4540-b175-6e49432ea594.jpg","간편식사","김밥,간편식사","만능양념소스가 들어간 매콤새콤한 고추장아찌와 달콤한 간장불고기의 조화!",3400
89,"도)오색비빔밥","909af5e9-0063-43f3-9553-346ad09af1bf.png","간편식사","도시락,간편식사","남녀노소 모두가 좋아하는 5색토핑과 계란후라이, 고추장, 참기름으로 이루어진 비빔밥",4500
90,"도)놀라운치킨마요덮밥","8314a1a8-e1cd-41aa-8e3e-383cd902c873.png","간편식사","도시락,간편식사","놀라운 가격 3,900원으로 즐기는 갓성비 단품 덮밥. 치킨, 데리야끼소스에 마요네즈, 계란지단, 김으로 맛을 낸 덮밥",3900
91,"도)TL북해도식스프커리","4cba6db2-f472-40d8-a22c-150e3946f1ca.jpg","간편식사","도시락,간편식사","일본 북해도의 국민음식인 스프커리를 구현한 상품, 촉촉한 치킨, 야채구이, 스파게티 등 총 7가지 토핑이 들어가 풍부한 맛을 느낄 수 있음",6900
92,"햄)햄에그모닝머핀","2216cd81-b34d-4a7d-83a8-f935b068701c.jpg","간편식사","햄버거,간편식사","잉글리쉬머핀에 햄,계란,치즈가 토핑되어 커피와 함께 즐기기 좋은 머핀",3000
93,"도)압도적매콤닭강정","f50ce713-de1a-4d34-9540-08a6f0f76c41.png","간편식사","도시락,간편식사","① 압도적 중량 600g! 순살치킨 한마리 중량에 육박! 물가 잡는 압도적 닭강정! ② 매콤한 소스가 닭강정에 스며들어 풍부한 소스의 맛을 느낄 수 있는 닭강정 ③ 배달비 걱정 NO! 집 앞 CU에서 간편하게 즐기는 닭강정! ④ 안주로도 Good! 밥이랑 같이 치밥으로도 Good! 든든한 용량으로 다양한 방법으로 즐길 수 있는 압도적 닭강정!",9900
94,"샐)압도적팔라펠샐러드","2daec0ea-0dc4-4e7d-8d13-8331cc49327e.jpg","간편식사","샐러드,간편식사","[압도적 퀄리티의 프리미엄 밀샐러드] 병아리콩을 곱게 갈아 튀겨내 고소한 맛이 일품인 팔라펠이 듬뿍! 당근라페, 팔라펠과 잘 어울리는 사워크림으로! 최강의 토핑 + 소스 조합!",5900
95,"도)떠먹는콤비네이션피자","03dcd349-2694-4aa4-a941-a53e04460012.jpg","간편식사","도시락,간편식사","페퍼로니, 양송이, 치즈토핑이 가득한 떠먹는 콤비네이션 피자",6900
96,"도)떠먹는고구마피자","4c3b5187-bf39-4324-9a2a-25470a6fd7e7.jpg","간편식사","도시락,간편식사","고구마, 파인애플의 달큰한 맛과 갈릭디핑소스의 부드러운 맛이 조화로운 고구마피자",6900
97,"김)우엉듬뿍김밥","3e4455e7-de83-4d62-b86a-9f27b1a634ac.jpg","간편식사","김밥,간편식사","달콤 짭쪼롬한 우엉조림이 가득들어간 건강한 가득 우엉김밥.",3200
98,"도)압도적달콤닭강정","2b31f480-24a4-4ce1-bfe4-43607b63ae86.jpg","간편식사","도시락,간편식사","압도적 중량 600g! 순살치킨 한마리 중량에 육박! 물가 잡는 압도적 닭강정! 스테디셀러 닭강정! 남녀노소 모두가 좋아하는 달콤한 소스의 닭강정.",9900
99,"햄)압도적비프스테이크","2db83bcb-bfcf-4462-9c1b-5b1e0328445b.jpg","간편식사","햄버거,간편식사","차원이 다른 압도적 패티! 우육100%! 기존대비 150% 두툼한 비프패티가 토핑된 압도적비프스테이크 버거",3900
100,"도)압도적고추마요닭강정","2e282013-e352-4914-84d3-876db1fd5da7.jpg","간편식사","도시락,간편식사","압도적 중량 600g! 순살치킨 한마리 중량에 육박! 물가 잡는 압도적 닭강정! 알싸하고 부드러운 매운맛의 고추마요 소스와 할라피뇨 토핑의 별미 닭강정.",9900
101,"김)압도적참치마요","878b765a-c7f2-4771-bdb0-ff5343a2154b.jpg","간편식사","김밥,간편식사","기존 베스트셀러 상품인 참치마요김밥에 토핑을 50%이상 up!! 시킨 압도적 토핑의 참치마요김밥",3000
102,"주)압도적참치마요삼각","578d01b8-94f4-43c8-b4b5-d95994e4203b.jpg","간편식사","삼각김밥,간편식사","토핑양 Up! 현 운영 중인 빅삼각 평균 토핑 대비 32% 참치마요를 많이 넣은 상품으로 압도적 시리즈 빅 삼각김밥! 참깨밥에 참치와 마요네즈를 황금비율로 섞어 만든 참치마요를 듬뿍 넣은 3XL 빅 삼각김밥으로 삼각김밥 매출 1위 상품!",1600
103,"김)백종원고추장삼겹","846d9b67-b601-4b9e-8b42-ce7bc55d4841.jpg","간편식사","김밥,간편식사","달콤새콤한 쌈무에 고추장삼겹살이 들어간 한쌈가득 고추장삼겹살 김밥",3300
104,"샌)뉴자이언트아삭참치","1407241a-2805-4a3f-881c-b38cf5071117.jpg","간편식사","샌드위치,간편식사","담백한 참치마요와 풍미 가득한 더블업치즈, 아삭한 야채가 더해진 자이언트 샌드위치",3900
105,"샐)꽃맛살콤보샐러드","b817aed8-a206-4141-bec6-b57a1d997e5b.jpg","간편식사","샐러드,간편식사","① 신선한 야채를 넣어 만든 피그인더가든의 신선한 샐러드로 더욱 건강하게! ② 맛있는 꽃맛살과 탱글탱글 마카로니가 더해진 상큼한 꽃맛살마카로니 스쿱이 더해진 샌드위치로 더욱 든든하게! ③ 고소한 콜라겐 오리엔탈 드레싱으로 더욱 맛있게 즐기세요.",3900
