"ID","FOOD_NAME","FOOD_IMG","FOOD_TYPE1","FOOD_TYPE2","FOOD_DETAIL","FOOD_PRICE"
689,"면)써머콘크림파스타","ade332d9-3f8f-48d3-8a73-4892ae0ef76f.jpg","간편식사","조리면,간편식사","여름철 대표 식재료인 옥수수를 활용한 써머콘 시리즈! 톡톡 터지는 옥수수 토핑이 가득! 고소하고 짭쪼름한 옥수수 크림으로 더욱 풍미넘치게 즐기는 파스타",4200
690,"햄)망곰크림치즈호떡","22e41a35-d0a4-4040-8cad-e0a94bc6f23c.jpg","간편식사","햄버거,간편식사","담백한 크림치즈호떡 사이에 햄치즈, 딸기잼을 넣어 단짠하게 즐기는 망그러진 곰 제휴 간식용 햄버거. 1~100번까지 망그러진곰 띠부씰이 랜덤으로 들어있어요!",3600
691,"김)뉴스팸김치김밥","6be84860-17db-483d-bbab-1b8f6eaf0a09.jpg","간편식사","김밥,간편식사","짭쪼롬한 스팸슬라이스에 매콤달콤한 볶음김치를 넣어 만든 스팸김치김밥",3000
692,"도)써머콘떠먹는피자","bd451a08-e1e5-4d19-a436-a97f0ba49d52.jpg","간편식사","도시락,간편식사","여름 대표작물 옥수수를 활용한 떠먹는 피자! 달콤한 맛이 일품인 스위트콘과 치즈를 듬뿍 토핑하고 매콤한 파우더를 뿌려 풍부한 맛을 느낄 수 있는 피자",5200
693,"핫)써머콘치즈폭탄","4f76c529-ec8f-4ead-b530-918629982d04.jpg","간편식사","핫도그,간편식사","여름철 하면 떠오르는 옥수수! 달콤하고 탱탱한 옥수수가 한가득 들어간 콘치즈샐러드를 소시지가 보이지 않을 만큼 풍성하게 토핑한 핫도그",3900
694,"샌)콘에그치즈샌드","5d28c0e4-1b6b-465f-95ec-bbfef9bce82e.jpg","간편식사","샌드위치,간편식사","담백한 치즈에그샐러드와 갈릭콘샐러드가 듬뿍 토핑된 샌드",3100
695,"샌)피넛베리샌드","e345451b-5b6d-4d98-8ac0-fee7e4afa4e5.jpg","간편식사","샌드위치,간편식사","고소한 땅콩버터와 상큼한 블루베리가 알알이 살아있는 블루베리잼이 토핑된 자이언트 샌드위치",3200
696,"김)우엉듬뿍김밥제주","b45df787-1b0b-4c27-96f7-1c4c5599083d.jpg","간편식사","김밥,간편식사","달콤 짭쪼롬한 우엉조림이 가득 들어간 건강 가득 우엉김밥(제주지역 운영)",3200
697,"샐)골든텐더치킨보울","c1d960ba-501f-4cd0-8501-1e8f687fe10a.jpg","간편식사","샐러드,간편식사","치킨텐더와 통계란으로 매곰함과 담백함을 동시에! 세계 슈퍼푸드로 알려진 마늘을 활용한 갈릭 페퍼 드레싱!",6500
698,"샐)훈연목살스테이크보울","c4bf6ac1-e013-4326-8a31-bd61e47dc0b0.jpg","간편식사","샐러드,간편식사","풍부한 식이섬유로 포만감을 채워주는 단호박, 훈연향 가득한 훈제 목살 스테이크의 조화, 새콤함으로 샐러드의 맛을 한 층 up해주는 콜라겐 발사믹 드레싱",6500
699,"도)명륜진사갈비정식","3e34bfeb-1f3e-4145-b328-a812484a2079.jpg","간편식사","도시락,간편식사","명륜진사갈비에서 먹는 메뉴를 그대로 재현한 돼지갈비부터 떡볶이, 튀김까지 들어있는 정식 도시락",5900
700,"햄)명륜진사갈비버거","d57517d0-dabd-4538-b105-550fb23f4668.jpg","간편식사","햄버거,간편식사","햄버거 안에 갈비가!? 명륜진사갈비 특제소스를 사용해 볶은 돼지갈비에 콘샐러드, 딸기잼을 토핑한 명륜진사갈비 인기 레시피를 그대로 재현한 햄버거",3400
701,"주)명륜진사갈비삼각","5f94ec23-cc13-43a3-b048-6543a49a6451.jpg","간편식사","삼각김밥,간편식사","명륜진사갈비 제휴 삼각김밥! 참깨밥에 양념돼지갈비구이를 듬뿍 올린 삼각김밥!",1300
702,"주)써머콘마요해쉬밥바","c501b57d-310a-473e-9d91-56a43adbf363.jpg","간편식사","주먹밥,간편식사","참깨밥에 콘마요 샐러드를 토핑하고 매콤한 칠리소스를 바른 해쉬브라운을 올린 밥바",2500
703,"도)명륜진사갈비덮밥","92f070aa-0359-45a0-9855-ef807f219ced.png","간편식사","도시락,간편식사","명륜진사갈비 시그니처 메뉴인 돼지갈비를 밥 위에 듬뿍 얹은 덮밥",3900
704,"김)명륜진사갈비유부","8e7df222-a410-4110-858b-838ae6bdaf5b.png","간편식사","유부초밥,김밥,간편식사","명륜진사갈비 특제 소스로 만든 양념갈비를 토핑한 유부초밥",4600
705,"샐)PIG시저샐러드","ffe66bf2-1e19-45bb-ba90-481e1a0be44f.jpg","간편식사","샐러드,간편식사","\로메인 상추에 크루통, 파마산치즈, 베이컨 등을 넣어 바삭한 식감과 풍부한 고기의 식감! \시저 드레싱을 더해 클래식한 샐러드!",4500
706,"샐)PIG콥샐러드","68e230c0-36b6-4754-a101-5dc01068f946.jpg","간편식사","샐러드,간편식사","닭가슴살, 계란, 고구마 등 토핑을 한입 사이즈로 썰어 야채와 섞어 먹기 좋고, 몸에 좋은 토핑만을 넣어 건강까지 생각한 베이직 샐러드. 콜라겐이 첨가된 콜라겐 발사믹 드레싱으로 풍미 UP!",4500
707,"면)휴게소어묵우동","5ab48312-b3f1-444a-bd10-c0cc45e08b53.jpg","간편식사","조리면,간편식사","휴게소의 베스트 메뉴인 뜨끈한 국물이 매력적인 어묵우동! 다양한 어묵과 유부모찌주머니, 그리고 쫄깃한 유부슬라이스가 가득 든 가쓰오 우동!",4800
708,"도)휴게소단짝꼬치","6a9232c0-ef70-4248-a845-609fac09e9f9.jpg","간편식사","도시락,간편식사","휴게소 대표 간식 소떡소떡, 치킨꼬치 2종으로 구성된 간식세트",5500
709,"도)오색열무비빔밥","0a06ce29-0ced-43ca-9e19-4803b4c25df6.jpg","간편식사","도시락,간편식사","열무김치로 아삭함을 살리고 표고버섯으로 풍미를 높인 여름 버전 오색열무비빔밥! (숟가락 포함)",4900
710,"핫)휴게소불고기핫도그","c3953863-1935-484a-8db7-8dfd7ddcbc54.jpg","간편식사","핫도그,간편식사","달콤짭쪼름한 불고기에 치즈소스를 듬뿍 토핑한 휴게소핫도그",3600
711,"샌)휴게소스페셜토스트","27f42991-646c-41e3-a516-121c09d5fcd9.jpg","간편식사","샌드위치,간편식사","토스트의 정석! 햄, 치즈, 계란, 양배추샐러드로 맛을 낸 스페셜 토스트",3900
712,"김)휴게소핫바김밥","edb1faa1-c540-4d57-b135-7196dc20f43d.jpg","간편식사","김밥,간편식사","휴게소 하면 생각나는 음식 어묵핫바! 고래사 어묵을 활용한 어묵핫바를 통으로 넣어 그 느낌 그대로 담아낸 줄김밥",3200
713,"주)휴게소핫바밥바","7a406388-7b69-4b82-ac16-3233a7e82856.jpg","간편식사","주먹밥,간편식사","매콤 달달한 머스타드 양념밥에 케찹을 바른 고래사 땡초어묵을 올린 밥바",2500
714,"도)백종원화끈마라닭","5a277030-eb38-4e41-98a4-a5cfbc6e6f12.jpg","간편식사","도시락,간편식사","화끈한 마라소스로 볶아낸 닭갈비와 진짜 볶음솥으로 볶아낸 볶음밥, 그리고 탕수육까지 같이 먹는 중식 도시락",5900
715,"도)놀라운콘치즈닭덮밥","aa6414ad-74d0-4c0e-b0a8-98194a5ad275.jpg","간편식사","도시락,간편식사","놀라운 가격 3,900원으로 즐기는 갓성비 덮밥! 매콤한 닭갈비와 달콤한 콘치즈의 환상 조합! 맵단맵단의 정석 콘치즈닭갈비덮밥",3900
716,"햄)쿠키런골드치즈버거","e24aa10e-3dc7-4154-8622-8362ab8eebef.jpg","간편식사","햄버거,간편식사","푹신한 브리오슈번을 사용해 풍미 가득한 버거, 인기 모바일 게임 쿠키런과 콜라보한 제품. 부드러운 스크램블 에그 샐러드와 골드치즈쿠키를 닮은 체다치즈 소스를 가득 사용!",3800
717,"샐)허브치킨샐러드","395ebd17-620b-4f5d-8879-26a8607bd416.jpg","간편식사","샐러드,간편식사","혈당 관리 유행으로 떠오른 대표적인 혈당관리 식품인 애플사이다비니거(사과식초) 드레싱 소스를 사용! 담백하고 향긋한 허브치킨에 포만감 있는 병아리콩 토핑으로 포만감 UP! 상큼한 크랜베리와 호박씨까지 더해 더욱 다채로운 맛과 식감!",3800
718,"김)듬뿍소불고기김밥","5333f147-d5e9-497c-8e15-138c7faaca85.jpg","간편식사","김밥,간편식사","달콤한 소불고기가 가득 들어간 호불호 없이 좋아할 줄김밥",3400
719,"햄)쿠키런마카로니버거","ea992079-2d35-4dd4-896b-995b9561e5ad.jpg","간편식사","햄버거,간편식사","4.5인치 BIG 참깨번을 사용한 든든한 한끼대용 버거, 인기 모바일 게임 쿠키런과 콜라보한 제품. 토마토 소스에 퐁당 빠진 마카로니와 맛있는 매콤함이 가득한 버거",3800
720,"샌)쿠키런골드치즈토스트","5f4a5336-29be-439d-9184-c6b54c1625fc.jpg","간편식사","샌드위치,간편식사","① 풍미가득 연유치즈 소스와 체다치즈의 고소한 환상궁합 ② 두툼한 식빵에 생크림 계란물을 흠뻑묻힌 풍미 가득한 토스트빵 ③ 인기 모바일 게임 쿠키런과 콜라보한 제품",3800
721,"샘표)질러부드러운육포30g","2ad5c0b5-a6bc-40be-a0b6-a9c0057bc54b.jpg","식품","안주류,마른안주류,축산안주","엄선된 홍두깨살만을 사용하여 씹을수록 고소함이 가득한 부드러운 육포 상품입니다.",4400
722,"한양)숏다리매운맛20g","ca3cf7a9-53b5-4c29-ae75-f383e95fcb53.jpg","식품","마른안주류,안주류","특제소스를 발라 구워내 자꾸자꾸 손이가는 끌리는 매운맛!",2600
723,"CJ)맥스봉치즈50g","0d0dba0e-8b5b-4e34-87d2-40e4d51caa85.jpg","식품","2+1,안주류,육가공류,햄소시지","치즈원물이 쏙쏙박혀있어 고유의 풍부한 맛을 느낄수있습니다",2200
724,"CJ)맛밤80g","458eba32-adef-4d3f-ad5f-78f43c8fa532.jpg","식품","2+1,안주류,마른안주,농산안주","건강한 자연의 생명력을 활용한 유기재배 방식으로 유기농 밤 고유의 맛과 영양을 그대로 담은 상품입니다.",3900
725,"선명)믹스너트봉지","ac654947-36b3-42b4-8a9d-f0fe95414a12.jpg","식품","마른안주류,안주류","다양한 견과류를 믹스하여 즐길 수 있는 파우치형태의 상품",2000
726,"롯데)의성마늘핫바2입","8fedefb7-2933-486e-b90c-fdfa0d6ec0d2.jpg","식품","핫바,육가공류,안주류","100% 국내산 의성마늘이 들어있어 깔끔한 맛의 프리미엄핫바",4200
727,"샘표)질러직화육포45g","e3f5e28b-bb09-4719-b8fd-bed195cc32a7.jpg","식품","2+1,안주류,마른안주류,축산안주","① 직화로 굽고, 비첸향 특유의 소스로 맛을 내어 차별화 된 맛 ② 합성첨가물, 합성보존료 일체 사용하지 않고 국내산 돼지고기를 사용",6500
728,"롯데)의성마늘핫바70g","c151e198-6ca5-43fd-94c1-47b812b08688.jpg","식품","안주류,육가공류,핫바","부드러운 육질에 의성마늘로 맛을 내어 첫맛도 끝맛도 깔끔하게 맛있는 프리미엄 프랑크. 천연돈장으로 만들어 톡 터지는 맛 속에 진하게 느껴지는 풍미가 일품인 상품입니다.",2400
729,"롯데)빅팜60g","d55818ab-4222-41c6-b0a1-ccb39025e403.jpg","식품","햄,소시지,안주류","야외 나들이에도 걱정없는 고소한 맛의 간편 간식용햄!",2000
730,"영찬)먹기좋은육포채16g","450ed201-c3a0-4448-ba78-2bdea0e112de.jpg","식품","마른안주류,안주류","불황기에 적합한 2,200원의 소규격 축산 안주!!!",2200
731,"장충동)순살족발","560136db-282f-4b2d-ad02-658331922933.jpg","식품","냉장안주,육가공","100% 순살만을 사용하여 먹기에 용이하고 실속형 상품",8500
732,"CJ)국산꽃소금200g","352699c2-d218-479d-8b52-137b4d433a30.jpg","식품","조미소스,식재료","100% 천일염 꽃소금으로 깨끗하게 구운 명품 꽃소금",1600
733,"동서)카누마일드아메10T","2a942342-c394-41bb-bf7c-00ca61361d15.jpg","식품","커피차류,분말커피류","직접 갈아 넣은 원두, 그리고 에스프레소 추출로 얻은 고품질 인스탄트 커피",4500
734,"일미)한입쏙비타단무지60g","56a3fb26-ca14-4270-943e-9887c9856529.jpg","식품","반찬류,식재료","① 국내산 무로 믿을 수 있는 품질 ② 새콤달콤한 밑반찬 ③ 저렴한 가격에 부담없는 라면 짝궁 반찬",600
735,"동원)덴마크스트링치즈","68288956-41a5-4181-80e7-b570dc192089.jpg","식품","2+1,식재료,치즈","간식 안주용 찢어먹는 치즈",1700
736,"CJ)대두유500ml","543de0fa-93ee-4e44-9075-3cef32f01be5.jpg","식품","조미소스,식재료","100% 콩으로 만든 식용유라 우리음식의 맛을 고소하게 잘살려줍니다",3500
737,"CJ)얼큰오뎅한그릇","0f5ef21e-0bd5-448f-8ce3-f60de0f12c11.jpg","식품","가공식사,즉석식,탕,국","안주, 간식용 간편 오뎅탕, 렌지업을 통한 간편 취식상품",3900
738,"대상)종가집다진마늘150g","c97290b4-e0f8-421a-933e-2468172174f4.jpg","식품","반찬류,식재료","* 김치 전문 기업에서 100% 국산 마늘을 이용해서 믿을 수 있는 상품",6800
739,"동원)매운고추참치150g","3247654e-df28-4b50-883f-68599619de0c.jpg","식품","통조림,반찬류,식재료","1. 인도산 부트졸로키아 고추를 이용한 깔끔하고 강한 매운맛 2. 밥반찬, 술안주 등 다양하게 즐길수 있는 참치 통조림",4400
740,"네슬레)핫초코오리지널10T","390b87f2-6e51-4f00-9337-a3aca5f69ced.jpg","식품","커피차류","우유의 부드러움과 정통초콜릿의 감미로움을 느낄 수 있는 핫초코 스틱상품",6100
741,"오뚜기)고추참치150g","d8d1f5ea-d179-4813-927e-d431bce2bc40.jpg","식품","통조림,식재료","",3800
742,"동서)맥심모카골드원컵","405d2ab6-0a28-4ada-8098-6cd7f21be93d.jpg","식품","원컵류,커피차류","고급 마일드 커피원두를 원하는 소비자들에게 부드러움을 느끼게 해주는 1등 커피믹스를 원컵상품",1100
743,"팜스)세척사과","fae0ddc2-00be-4548-a2ab-1abf48138147.png","식품","과일,식재료","1인 간편식 컨셉의 세척 사과",2200
744,"동서)맥심화이트골드원컵","1eb92999-4690-462e-b3c1-cdc975c10a33.jpg","식품","원컵류,커피차류","무지방 우유 함유로 더욱 부드러운 화이트골드믹스를 take-out으로 간편하게 즐길 수 있도록 원컵타입 출시",1200
745,"팔도)꼬꼬면컵","2ec749a0-8407-43ce-b2e0-edc8013519f0.jpg","식품","용기면,가공식사","담백하고 진한 치킨베이스 국물에 칼칼한 청양고추로 마무리한 개운한 국물맛+쫄깃한 면발",1540
746,"오뚜기)냉장전복죽컵","없음","식품","간편식,즉석식,가공식사","싱싱한 전복으로 만든 영양만점 전복죽",3200
747,"동원)양반전복죽","f476e040-ebd4-4d7a-9949-dea21bf96a42.jpg","식품","2+1,죽,즉석식,가공식사","",4500
748,"롯데)볼로네이즈스파게티","41f36911-7010-467a-8661-4ed8245fb30e.jpg","식품","면류,가공식사","신선한 쇠고기와 싱그러운 토마토, 허브향이 살아 숨쉬는 이탈리아 볼라냐 지방의 정통 스파게티",4700
749,"롯데)까르보나라스파게티","9bc5a096-544d-448f-9192-1a321ed38886.jpg","식품","면류,가공식사","담백한 크림소스와 신선한 베이컨, 양송이의 맛이 잘 어우러진 이탈리아 북부지방의 전통 스파게티",4700
750,"팔도)김치왕뚜껑왕컵","51bd899e-6824-4db7-bfb3-311d78f8448c.jpg","식품","용기면,가공식사","시원한 김치찌개맛 용기면",1400
751,"팔도)짬뽕왕뚜껑","06c63070-9b60-4ab2-977f-d8d3a25cfc2d.jpg","식품","용기면,가공식사","전통 중화짬뽕맛 용기면",1400
752,"성찬)깜밥누룽지끓임용","855a1b7d-cd7e-499b-a4e7-20f57a1723a2.jpg","식품","즉석식,가공식사","",3000
753,"성찬)깜밥누룽지탕용기","88de9558-ea5b-4755-8c4a-8c1932e98a02.jpg","식품","즉석식,가공식사","",2000
754,"오뚜기)진라면매운컵","fb92085d-8e92-4608-9295-5093fc718757.jpg","식품","2+1,용기면,가공식사","쫄깃하고 부드러운 면발에 진한 국물과 얼큰한 양념이 잘 조화된 맛의 상품",1300
755,"오뚜기)참깨라면컵","682ed752-dbfe-4cfa-b867-a0fffcaa1f9f.jpg","식품","용기면,가공식사","큼직한 계란블럭의 풍부한 맛과 얼큰하고 개운한 국물이 잘 조화된 상품",1700
756,"농심)너구리큰사발컵","da256a84-f744-46c0-add8-d77e3c11f696.jpg","식품","용기면,가공식사","오동통하고 쫄깃한 면발이 특징인 너구리가 컵라면으로 출시됐습니다. 국내산 청정다시마가 들어있어 시원하고, 얼큰한 국물이 특징입니다.",1800
757,"오뚜기)참깨라면","1d13bf0d-638d-47b4-8541-b7967f361bf9.jpg","식품","봉지면,가공식사","볶음참깨, 계란말이, 유성스프가 들어있어 깊고, 진한 맛을 즐길 수 있습니다. 쫄깃한 면발과 고소하고, 얼큰한 국물이 특징입니다.",1350
758,"팔도)도시락","4695166e-29a1-4eb5-9c5c-7daeaf6d07ab.jpg","식품","용기면,가공식사","‘추억’의 코드를 지닌 시원한 육개장맛 용기면",1000
759,"오뚜기)진라면매운소컵","dfd160f3-5966-448d-be36-ec22cb4357aa.jpg","식품","용기면,가공식사","쫄깃하고 부드러운 면발에 진한 국물과 얼큰한 양념이 잘 조화된 맛의 상품",1000
760,"오뚜기)스파게티컵","3b83742c-14de-4d1c-912e-b4877f84589f.jpg","식품","2+1,가공식사,용기면","쫄깃하고 부드러운면에 로스팅된 토마토 소스의 새콤달톰한 맛이 살아있는 정통 스파게티 맛",1700
761,"오뚜기)맛있는밥210g","d0f65c5e-43c0-4273-9312-47828b4b15f4.jpg","식품","가공식사,즉석식,즉석밥","",2000
762,"오뚜기)열라면","없음","식품","2+1,봉지면,가공식사","하늘초고추를 사용하여 더욱 화끈하고, 매운맛을 강조한 상품. 나트륨 함량을 줄여 짜지 않고, 깊은 맛이 특징.",950
763,"동원)양반호박죽","09356f0c-bb84-42d9-b896-145c0b3322c1.jpg","식품","2+1,죽,즉석식,가공식사","",4500
764,"오뚜기)치즈볶이컵","8bc607ba-bd37-4b39-abb2-f7d163324391.jpg","식품","가공식사,용기면","쫄깃한 면발에 고소한 체다치즈가 잘 어우러져 부드럽고 깊은 풍미를 즐실 수 있는 제품",1700
765,"오뚜기)열라면컵","345d97d1-adcb-43a9-bdcd-e69542518fa9.jpg","식품","용기면,가공식사","고추, 표고버섯, 파 등의 야채류와 쇠고기를 주원료로 만든 진한국물 맛이 잘 조화된 개운하고 얼큰한 맛이 일품인 상품",1300
766,"오뚜기)스낵면소컵","3a3a71ac-5c01-4615-ac44-67c11d8bcad1.png","식품","가공식사,용기면","2분만에 조리되는 얇고 꼬들꼬들한 면과 진한 쇠고기 국물의 담백한 맛",1000
767,"동원)양반영양닭죽","ef105d8c-f57b-4ce9-a2ce-2a588c460290.jpg","식품","1+1,죽,즉석식,가공식사","닭고기,쌀 함량을 늘리고 인삼을 넣어 든든, 건강하게 먹는 한 끼 대용 죽",4500
768,"삼양)불닭볶음면컵","df6ded40-2c7d-41a3-8d2a-43e0d7c29fe9.jpg","식품","용기면,가공식사","1. 청양고추에 버금가는 화끈하고, 매운불닭소스에 면을 비벼먹는 형태의 상품입니다. 2. 김가루가 가미되어 더욱 고소하고, 감칠맛나는 맛을 즐길 수 있습니다.",1800
769,"풀무원)국물떡볶이컵","9bffc4f5-19e6-4a02-8e15-d9222bc750c4.jpg","식품","가공식사,즉석식,분식류","얼쿤한 국물을 그냥 먹을 수 있고, 삼각김밥 후라이드 등 다양한 상품을 찍어 먹을 수 있는 상품",2800
770,"CJ)가쓰오우동컵","ae358d6f-8e43-4b2e-8e60-26b4c896b74b.jpg","식품","즉석식,가공식사,냉장면","",3900
771,"오뚜기)한입쏙쏙미트볼","2aed83a2-6df9-47d8-bbf6-edf42ab9792d.jpg","식품","즉석식,가공식사","① 100% 국산닭고기 사용 전자레인지에 간편하게 데워먹는 안주/ 반찬 ② 새콤달콤한 토마토소스로 맛을낸 쫄깃한 미트볼",4400
772,"오뚜기)3분카레매운맛","7586e5f1-de37-4bb1-9ace-fc82d7a81fa4.jpg","식품","가공식사,즉석식,즉석요리","",2000
773,"지지)자이언트피자","22205998-f6d2-44ee-99e9-5579c02e07fd.jpg","식품","가공식사,즉석식,분식류","20~30대 젊은 남성이 맛있고 배부르게 즐길 수 있는 풍부한 토핑! 고품질 대규격 냉장피자!",2700
774,"HEYROO치즈맛라면컵","69b7d37f-1fb4-49ed-baea-8e5f6881fc59.jpg","식품","용기면,가공식사,HEYROO","치즈의 진한 맛을 느낄 수 있는 라면",1500
775,"HEYROO바지락칼국수컵","ee885da1-8205-4c71-b10f-035b1a0436c8.jpg","식품","가공식사,용기면,HEYROO","1. 시원한 바지락육수에 탱태안 칼국수 면발이 특징입니다. 2. 김, 버섯, 당근 등 풍부한 건더기가 들어있어 식사대용으로 든든합니다. 3. 당사 차별화 상품으로 단독 운영 상품입니다.",2300
776,"CJ)햇반흑미밥210g","9eacbebc-a4f5-4a07-86dd-bff68f4aecdb.jpg","식품","2+1,즉석밥류,즉석식,가공식사","",2800
777,"CJ)햇반발아현미밥210g","c7394a94-8945-4e39-a9d4-29fe8af0dba1.jpg","식품","2+1,즉석밥류,즉석식,가공식사","",2800
778,"CJ)숯불향닭강정200g","167219ea-70ec-400e-bdef-30ec5ce207a5.jpg","식품","2+1,가공식품,즉석식","냉동식품 판매1위! CJ)숯불닭강정",5600
779,"CJ)숯불향바베큐바","b9934459-3aee-4be0-a8b2-f31e22b090ad.jpg","식품","2+1,가공식품,즉석식","냉동식품 CJ숯불바베큐바",5600
780,"대상)고구마츄60g","1e707795-9471-49cb-afa6-0a8172b11ee9.jpg","식품","2+1,안주류,농산안주","100%고구마로 자연숙성, 무첨가물 상품으로 고구마의 쫀득한 식감과 단맛이 뛰어난 상품!!",3900
781,"오뚜기)사과식초360ml","bb2ff549-d212-40d7-93a2-0f4b54fa5923.jpg","식품","조미료류,식재료","사과식초 1L당 360g의 사과즙이 포함되어 있는 100% 발효식초입니다.",1500
782,"농심)짜파게티범벅소컵","125c0aa3-5df2-4724-8dcb-a3993daa7707.jpg","식품","용기면,가공식사","① 깜찍한 형태의 미니용기 제품으로서 물을 따라 버릴 번거로움 없이 간편하게 즐길 수 있는 상품입니다. ② 춘장, 양파 등을 볶아 만든 짜장스프가 들어있어 고소하고 진한 정통적인 짜장면의 맛을 느끼실 수 있는 상품입니다.",1000
783,"진주햄)천하장사50g","3f6c3625-9672-433d-a524-6e6e65e5e7bb.jpg","식품","1+1,안주류,육가공류,햄소시지","",2200
784,"한성)몬스터후랑크바100g","4ac4d43a-3589-4bdd-8c84-10af9ca8d00a.jpg","식품","2+1,핫바,안주류","① CVS최대 규격 100g의 CU전용 차별화상품 ② 국산 돈육 함량 90%와 레몬페퍼 함유로 인한 담백한 맛 ③ HACCP인증 위생 설비 제조로 안심하고 즐기실 수 있는 상품",2800
785,"선명)하루견과요거트","없음","식품","선명)하루견과요거트","선명)하루견과요거트",1000
786,"CJ)햇반작은공기130g","269ea8a0-0ec5-42fb-8de2-08bbb5c0393e.jpg","식품","1+1,가공식사,즉석밥","",1700
787,"농심)짜파게티큰사발컵","adf68e6e-1dc6-46ba-a003-ae903a26d667.jpg","식품","용기면,가공식사","면발이 굵고 부드러우며 쫄깃쫄깃하고, 춘장, 양파 등을 볶아 만든 짜장스프가 들어있어 고소하고 진한 정통적인 짜장면의 맛을 느낄 수 있으며 당근, 양파, 고기 등이 들어간 푸짐한 건더기와 고급 식용유인 올리브유가 함유된 유성스프는 입맛을 한층 북돋워줍니다.",1400
788,"농심)새우탕큰사발컵","81770cb7-e2a5-4b4d-8462-0a09959aff83.jpg","식품","용기면,가공식사","신선하고 맛좋은 새우를 주원료로 사용해 시원하고 개운한 국물맛을 느낄 수 있습니다. 큼직한 어포, 건새우, 맛살 등의 푸짐한 해물건더기와 꼬들꼬들한 면발로 먹는 즐거움을 더했습니다.",1400
789,"오뚜기)스낵면컵","d321f204-32be-44cd-9ffb-49da9e40efae.jpg","식품","용기면,가공식사","2분만에 조리되는 얇고 꼬들꼬들한 면과 진한 쇠고기 국물의 담백한 맛",1700
790,"농심)새우탕소컵","ed0f3d16-bac8-40dd-b5a4-6dfcd608059f.jpg","식품","2+1,용기면,가공식사","신선하고 맛좋은 새우를 주원료로 사용해 시원하고 개운한 국물맛을 느낄 수 있습니다. 큼직한 어포, 건새우, 맛살 등의 푸짐한 해물건더기와 꼬들꼬들한 면발로 먹는 즐거움을 더했습니다.",1150
791,"농심)튀김우동소컵","ea5b048a-a8b9-41dc-a7e6-815db01ddec6.jpg","식품","2+1,용기면,가공식사","튀김우동컵은 가쓰오부시와 미역이 우러난 깊고 시원한 우동국물과 국물 위에 동동 떠있는 튀김건더기가 특징인 부담 없는 양의 컵제품입니다.",1150
792,"농심)오징어짬뽕소컵","7c03051e-9f40-4fd2-bb22-d4e9fffe9c16.jpg","식품","용기면,가공식사","정통중화풍 짬뽕의 맛을 라면으로 손쉽고 간편하게 즐기실 수 있는 '오징어짬뽕'입니다. 오징어가 들어가 더 개운하고 얼큰한 국물 맛은 오징어 건더기의 쫀득하게 씹히는 맛과 어울려 먹는 즐거움을 더해 줍니다.",1150
793,"행복)동의훈제란3입","0b0d32e5-bbe9-4c1a-851a-b6cca68e183a.jpg","식품","안주류,가공란","참나무 장작을 사용하여 계란을 훈연한 훈제계란 3입 상품입니다.",3200
794,"농심)사리곰탕큰사발컵","51329e7c-b9c0-4cde-bb13-358bd3471666.jpg","식품","용기면,가공식사","사리곰탕면은 소의 뼈와 고기를 푹 고아 우려낸 구수하고 진한 국물맛으로, 곰탕 본래의 맛을 즐기실 수 있습니다. 국산쌀이 들어간 면발은 더욱 쫄깃합니다. 소고기는 호주산, 뉴질랜드산을 사용하여 믿을 수 있습니다.",1400
795,"농심)김치큰사발컵","701a8c9c-5eed-49fa-b46b-d4c9b7dcf551.jpg","식품","용기면,가공식사","볶은 김치를 사용해 전통 김치찌개맛을 그대로 재현한, 시원하면서도 감칠 맛 나는 김치찌개 국물이 일품입니다.",1400
796,"농심)오징어짬뽕큰사발컵","49f6def4-f8ad-49ae-a1bb-39de2000c5e0.jpg","식품","용기면,가공식사","정통중화풍 짬뽕의 맛을 라면으로 손쉽고 간편하게 즐기실 수 있는 '오징어짬뽕'입니다. 오징어가 들어가 더 개운하고 얼큰한 국물 맛은 오징어 건더기의 쫀득하게 씹히는 맛과 어울려 먹는 즐거움을 더해 줍니다. 쫀득하게 씹히는 맛의 오징어건더기와 국물 맛에 풍미를 더하는 양배추, 미역, 버섯 등 각종 야채 건더기가 들어있습니다.",1800
797,"CJ)스팸김치볶음밥220g","94382cd6-cb36-4790-893e-43c866c9fddf.jpg","식품","2+1,즉석식,가공식사","'스팸'의 맛과 브랜드를 활용한 냉동볶음밥",3900
798,"사조)숯불구이비엔나170g","685bd29f-10d6-46a7-8dd8-38a0597a4210.jpg","식품","육가공류,햄,소시지","숯불향 비엔나 소시지 상품입니다.",3500
799,"CJ)맥스봉크레이지핫바90g","540011aa-9580-41e8-b447-569f18c60161.jpg","식품","핫바,안주류","매운맛의 한계에 도전하는 불타는 매운맛 대규격 핫바",2500
800,"농심)생생우동왕컵","22dbe87c-f1b0-488d-8dba-f87916cc171a.jpg","식품","용기면,가공식사","농심 생생우동은 기름에 튀기지 않은 생생면으로 만든 정통우동 면발과 가쓰오부시로 맛을 낸 담백하고 시원한 정통우동 본연의 맛입니다.",2500
801,"세척사과대","없음","식품","세척사과대","간편식사용 과일로 인기높은 세척사과를 대규격으로 출시",2400
802,"장충동)쫄깃한편육","b23bbd59-389c-4f1d-99f3-5e6c53333bf0.jpg","식품","편육,냉장안주,육가공","국내산 돈두와 돈피를 사용하여 쫄깃하고 한입크기의 상품",7500
